108 6001
19 65 1723
107 2 2083
104 9 267
90 70 935
59 77 1725
18 102 1662
11 25 1047
32 36 2119
13 47 414
47 19 1477
45 18 1279
102 56 3024
3 82 1691
71 6 1399
84 15 1643
11 71 1007
30 64 1935
90 81 953
85 95 1961
65 101 1317
51 76 2529
52 55 1451
92 65 1815
63 75 1566
78 12 2768
17 91 1719
67 2 2291
78 31 1929
46 68 1978
81 72 500
63 84 1213
12 73 1056
75 47 1560
79 30 2114
107 18 1110
68 104 1586
84 64 2007
26 25 1170
32 25 1665
12 83 1382
74 35 1330
91 23 482
6 47 1413
1 50 916
31 70 2033
72 30 896
17 77 1528
97 88 1765
51 54 1147
20 89 843
18 3 1306
23 49 1996
39 7 1738
103 42 1163
80 11 1655
2 89 1216
78 8 1638
74 9 2256
19 44 802
82 79 1798
15 96 1455
52 27 1739
91 65 1642
47 102 268
66 33 1968
22 101 1171
81 65 1762
51 25 1554
54 96 1506
5 65 1354
48 18 962
30 6 2737
28 26 1391
81 30 1087
69 61 1938
13 33 2870
31 97 2906
1 62 1061
65 50 512
5 36 1768
31 21 259
60 1 2433
12 98 1195
29 64 1381
57 86 448
41 34 1725
34 60 1636
87 105 1161
38 106 1131
47 94 341
74 23 1486
107 99 1929
83 11 1622
96 105 1301
56 3 546
88 49 1139
75 48 1026
63 88 1422
68 61 2031
57 35 1150
4 80 1356
49 83 1228
92 94 1204
1 89 1962
3 56 1277
84 53 1220
52 12 1569
49 96 2998
37 99 1312
11 99 1050
83 35 1598
8 99 1388
22 50 2659
43 70 1355
69 76 2592
55 48 1896
90 82 1586
88 98 978
22 80 1764
59 21 1937
11 53 1309
96 1 2731
63 2 1817
4 56 1516
42 53 944
73 48 1610
57 49 1730
46 58 1323
17 23 2595
54 63 988
96 90 1086
57 77 1358
70 108 849
97 73 1577
83 97 2189
99 27 1939
87 104 2263
55 106 2079
20 44 1571
2 93 2935
100 5 977
37 41 1334
5 8 1331
82 91 657
23 14 1114
5 10 1100
23 11 894
81 27 2903
9 83 1663
53 108 1882
26 106 797
20 81 601
84 19 956
6 12 2518
102 54 1810
2 28 2646
47 25 1857
105 93 1874
3 62 1850
99 98 1115
107 30 2180
8 92 1891
43 59 1378
54 86 714
17 37 1343
67 28 1339
83 62 1278
35 101 607
100 67 1568
74 73 1635
32 9 1905
32 54 1397
1 74 1769
63 16 1441
31 74 1686
66 65 1523
96 2 2344
99 60 768
33 64 2445
94 81 2026
100 26 1289
71 73 1896
61 41 1034
85 11 960
58 99 744
65 16 2619
29 70 1590
57 104 1556
47 14 1456
33 6 3048
37 27 2057
24 96 1923
89 3 761
48 17 1494
75 66 877
70 5 1387
95 68 1247
105 100 828
34 29 1439
105 71 1323
17 74 2093
38 98 947
60 52 2290
108 40 2382
67 4 1953
77 11 1381
73 97 1602
66 96 1625
46 20 1861
45 57 861
50 82 2568
45 79 1793
68 35 1343
3 17 2078
80 44 644
27 17 2130
15 3 2032
37 52 1111
10 60 1048
89 97 707
7 72 1987
46 39 1705
73 26 1657
104 53 2127
14 28 915
68 25 807
71 49 990
14 31 1595
74 58 623
78 36 2061
41 65 1828
22 19 1997
97 91 2025
58 43 2440
91 33 2295
53 98 1207
66 20 1610
43 32 1552
41 88 919
91 1 1556
21 2 2194
79 9 1141
42 7 1362
32 59 1021
101 32 766
58 79 759
64 65 965
57 47 2094
67 26 1778
19 25 977
53 66 1691
28 97 2066
83 105 862
66 71 1229
18 78 827
97 50 2223
27 20 2217
23 8 1683
6 102 910
19 7 2108
101 77 946
10 62 1170
106 4 1155
58 82 1199
106 61 1165
3 71 1447
12 29 1805
34 91 1543
2 43 997
80 10 2417
99 82 1451
100 82 1623
103 64 1199
101 45 986
11 7 1267
19 56 485
91 48 1389
101 89 1443
90 95 1872
53 8 1549
65 17 851
2 50 1654
24 75 1093
75 93 1519
15 22 1408
106 85 867
6 81 2411
79 50 1381
101 17 1697
59 54 1032
29 9 2065
44 46 982
48 78 1643
12 47 2101
29 95 2122
37 3 1498
3 57 708
27 78 904
16 97 1963
72 27 2669
20 104 1117
103 23 1030
47 21 1062
91 7 1724
35 10 1159
38 82 1687
96 63 1230
5 42 1341
15 93 1356
38 103 441
107 57 1498
51 63 2098
34 49 1739
22 99 1435
88 103 1046
83 5 1501
63 80 880
5 20 1563
42 26 1771
9 19 1507
10 59 1665
34 52 2213
87 64 807
104 38 1484
90 9 1424
87 29 1754
61 86 1426
7 86 1776
55 10 1567
6 52 2386
44 20 1876
26 44 1821
4 72 1500
80 65 1605
96 40 1772
58 49 1713
14 40 2171
81 101 1553
75 50 2222
41 74 1128
61 53 2309
40 74 2324
42 85 1557
107 59 1620
103 10 1808
76 67 2410
37 75 1328
21 28 2037
101 60 1811
35 58 883
106 3 1511
57 65 1602
63 41 2161
89 49 2075
89 33 1098
97 41 2686
40 6 2584
53 25 1442
63 44 350
21 15 2052
31 60 1591
84 56 227
72 36 1144
68 34 919
73 74 2405
4 96 1284
72 12 1157
101 48 1317
107 66 2081
29 33 2161
21 105 1161
92 32 1716
52 81 2377
16 63 1555
35 50 2189
35 87 1540
43 26 2089
94 105 1788
4 97 1621
105 81 1517
81 23 633
88 37 871
78 56 1996
31 58 1949
105 17 1209
100 24 862
7 28 1103
6 79 896
4 60 1606
84 98 1488
80 26 1632
4 24 1737
12 77 1325
107 40 1527
99 18 880
71 94 613
84 81 1608
108 81 1187
86 61 1712
17 82 2892
107 65 1180
55 99 1378
21 59 1503
48 98 769
42 21 538
30 92 2191
91 42 2166
80 63 1242
15 77 1492
26 23 1535
64 75 628
84 42 1028
51 100 1913
36 1 1783
81 92 2431
63 42 1817
21 65 1334
19 90 1053
92 56 2551
52 106 1995
87 106 1729
60 105 1896
30 54 1202
7 36 2573
41 33 2596
64 94 714
27 38 1771
102 92 663
12 46 1719
21 22 2706
80 34 583
17 88 1485
97 60 2410
77 89 1281
48 74 1415
75 19 1343
84 2 1187
95 64 1889
40 48 1839
25 44 928
48 62 180
44 83 1397
48 2 1992
87 65 934
18 65 931
72 4 1352
60 70 2369
20 96 1053
102 53 2001
93 97 2760
46 49 788
67 10 102
23 48 2074
42 37 1340
40 96 2200
63 47 1995
67 56 2120
65 25 1592
21 54 1695
32 12 1980
101 23 1237
82 33 2549
90 7 1424
24 15 1033
9 38 1580
78 76 1099
61 88 1548
44 52 1883
28 40 2417
77 60 1762
51 62 743
98 43 1442
16 17 2878
76 104 340
27 64 1879
1 67 1439
35 80 1662
101 49 1366
61 108 578
94 59 2110
91 47 1679
4 73 1857
64 38 1411
16 37 1795
11 57 1593
78 53 2047
106 72 1948
41 7 1134
33 103 1848
61 19 2095
61 21 2406
48 27 1710
17 79 1845
51 73 1348
100 86 1125
105 79 649
60 86 1345
60 89 1760
76 84 2269
58 28 429
70 14 1719
107 7 1646
58 4 1477
86 35 1057
16 98 1727
57 50 2260
33 63 1860
103 87 2022
55 88 921
16 101 1737
45 15 1991
70 71 1151
63 105 642
78 94 1406
27 52 2321
75 22 1317
46 37 796
100 16 1119
23 24 1139
84 55 436
43 2 597
5 58 1076
17 49 1027
2 3 1315
69 13 1297
12 90 1627
22 79 858
45 10 2140
54 78 2027
97 14 2802
60 87 1172
15 79 445
1 47 2244
11 98 1924
75 90 1313
41 95 2308
1 10 2078
15 9 1112
63 98 1664
31 76 2391
29 46 824
65 8 689
47 100 1056
72 74 1777
86 98 896
56 87 2531
102 71 1117
55 24 1221
8 24 1633
79 14 901
23 62 1077
39 97 2475
2 78 2350
81 66 1429
24 83 1672
64 7 667
101 37 766
87 83 1265
43 108 1634
11 10 1726
107 91 2108
73 107 1029
53 105 1825
45 50 1219
45 49 903
43 62 1538
27 67 1512
25 50 1866
9 107 3016
75 78 728
40 92 1732
108 89 1657
25 67 2141
103 77 1137
97 86 1306
42 52 487
106 64 1133
28 32 919
5 54 1394
40 45 659
16 49 2511
2 33 803
108 8 1393
14 71 1128
31 25 1686
83 82 2500
38 55 695
32 94 995
61 56 2053
39 35 1034
36 50 2751
24 105 980
77 10 1245
36 87 1748
107 93 1771
33 104 1777
22 48 2192
27 55 2524
92 41 538
66 64 637
48 80 1782
98 12 1025
41 98 1358
40 99 1269
83 1 1180
57 43 1695
2 27 3369
45 64 1828
93 91 1437
96 22 804
89 27 2956
77 24 1526
11 74 1149
10 80 2356
54 77 1179
28 30 2380
55 17 1702
84 22 2226
9 2 1975
104 26 1174
4 36 1073
105 46 851
7 103 2067
36 66 2094
99 12 2174
92 99 1722
1 88 1565
46 84 1696
62 57 1593
102 37 1322
4 87 2142
70 62 1517
101 59 1153
85 102 1077
81 10 2700
72 35 1678
66 4 1015
72 18 1566
61 2 2760
73 76 2333
67 97 2136
37 40 775
37 8 131
47 3 1812
27 95 2829
73 18 1507
56 40 1124
10 103 1321
46 50 1277
82 58 1841
76 22 1186
39 65 1934
55 40 1067
39 18 1368
3 104 1339
49 54 1599
57 21 1864
4 6 1403
101 102 1915
73 68 1347
80 14 1799
24 5 508
87 66 897
32 76 2198
65 13 1505
60 101 1751
94 72 2171
58 42 2204
69 50 1313
74 59 1439
61 75 1174
5 15 1270
22 82 1129
42 47 1386
70 21 2018
62 78 1657
50 99 1186
10 41 743
83 7 1279
87 102 1418
70 47 1846
84 67 2295
62 28 1478
24 48 538
101 34 402
80 41 2744
11 62 674
54 26 1264
66 28 959
81 60 2496
33 79 2514
73 52 1342
77 87 1274
87 56 1867
107 3 1581
102 105 1555
92 62 1037
17 83 565
37 11 1716
32 106 921
26 58 1189
81 99 1338
99 67 1467
63 61 1214
100 60 1556
88 77 1470
34 82 1572
70 92 2581
31 89 2676
79 28 1172
12 66 2623
72 45 1829
39 85 1297
22 12 2425
48 29 1017
8 108 1198
93 22 2029
84 54 826
65 32 681
53 70 1479
95 72 1440
34 9 1134
57 24 1255
10 11 1925
93 80 2642
28 35 1404
59 4 1143
36 104 821
11 101 1006
12 42 1375
97 83 1585
101 28 1602
90 77 1923
56 96 1843
91 107 2441
8 105 641
87 3 1736
75 86 1740
82 85 2181
38 79 1633
43 76 2334
47 29 1239
81 44 560
22 29 2490
102 67 471
89 85 1327
39 95 1642
32 31 1671
3 59 1447
105 80 1065
63 103 514
63 52 2088
75 88 1161
50 49 1045
17 1 1537
98 13 1905
78 14 945
48 24 550
30 15 1586
33 86 1069
77 47 1395
93 64 1105
91 6 1682
29 53 874
79 99 853
95 88 1856
24 30 1958
35 57 1358
108 26 970
29 10 1675
44 80 459
27 85 1979
8 96 1551
106 54 1760
108 48 1886
2 47 2163
44 24 1620
12 14 1926
65 7 1263
11 102 1077
1 101 875
8 67 1534
46 44 1016
108 3 1767
22 65 2544
44 23 886
97 15 1866
34 59 760
105 87 1095
77 84 651
28 72 2191
10 105 1779
31 68 2583
59 95 621
103 31 1655
35 40 1300
45 37 1246
91 104 1532
25 57 418
36 2 1905
3 5 2486
26 13 1205
44 33 1184
21 6 1631
56 46 1980
100 98 1470
98 1 327
16 50 1950
95 74 2207
89 7 1845
69 108 1948
16 61 1206
23 66 1647
12 82 1942
25 63 875
90 45 1115
48 45 1302
69 102 208
84 70 1349
106 44 2248
25 33 1575
31 98 1201
69 77 1973
69 70 2240
62 102 1611
71 19 1498
49 36 2300
92 69 531
65 76 2082
78 13 965
16 100 1365
67 38 1906
85 49 1385
85 83 1491
82 87 2497
9 60 1675
73 79 1916
59 37 729
48 99 713
21 77 1984
107 41 2144
102 95 2070
59 63 1309
57 79 1883
63 35 1586
41 71 1373
97 17 1860
88 35 1313
105 16 1143
87 55 1519
103 2 1370
102 43 2951
30 34 882
64 97 2578
95 89 809
11 67 1274
2 31 2599
65 73 1311
82 41 2313
28 78 1066
11 21 1838
17 15 1711
81 87 1983
59 90 1275
63 77 1392
78 58 471
66 69 740
52 50 1017
30 48 1485
65 107 1232
71 89 1733
33 39 2206
46 38 1654
62 7 1535
45 28 2147
78 10 1171
96 32 1377
75 28 512
100 41 1437
4 21 2599
21 94 492
63 69 2566
3 30 887
39 78 918
1 55 936
100 3 1577
55 27 2425
32 40 1847
61 73 2452
83 58 2102
71 59 1015
81 4 1059
107 15 2039
86 62 1162
94 14 920
72 67 2642
102 61 2049
106 68 1377
8 15 1626
7 45 2411
108 106 1493
20 56 2310
103 16 1620
4 92 1986
97 46 1978
79 91 573
7 10 1690
84 23 1447
97 85 2002
15 104 1501
16 6 1395
13 94 455
68 98 2296
28 69 1211
56 42 2170
95 13 2549
55 28 2370
84 7 2495
4 8 2014
71 106 892
6 66 1138
54 46 864
57 74 1541
34 16 1425
60 104 1719
6 39 1885
105 61 1586
108 69 2359
71 66 790
92 23 1622
96 70 2049
33 20 2002
106 34 1269
14 37 1662
88 4 1179
21 38 1892
20 106 1484
9 18 1300
38 16 1766
39 93 1588
29 2 1599
17 62 1114
69 20 2463
61 59 1194
91 4 472
43 94 2263
95 39 1613
81 11 1154
39 82 771
98 44 1697
66 102 1434
49 105 1050
108 88 1832
75 64 1220
51 37 1108
1 37 917
89 84 905
102 3 2752
7 58 916
45 36 2052
71 9 2001
84 9 1931
60 36 2000
62 46 1066
37 80 1462
83 32 1099
85 98 1604
84 18 1532
7 83 1822
25 66 1405
63 6 1637
4 42 2298
49 30 2214
55 4 1598
80 77 1784
1 87 1657
36 46 1362
48 10 564
47 96 2410
34 64 1911
44 57 628
86 44 710
75 24 514
70 39 1670
5 75 761
18 31 1370
9 51 2648
100 74 1109
61 20 1597
108 21 1934
24 31 1866
30 10 1792
55 18 1435
50 44 1995
80 98 1399
85 46 575
85 88 1202
50 58 1868
39 59 1534
105 52 2058
18 76 1775
81 68 390
21 3 2104
78 89 1549
8 98 592
83 66 2109
87 32 1351
13 107 1872
1 83 647
38 90 786
37 34 504
60 23 1573
57 42 1692
58 16 1921
26 7 1358
59 35 1082
102 19 2039
29 78 1952
52 20 2122
13 40 1828
93 86 2248
20 99 1998
68 18 1933
34 51 1326
40 21 1424
95 37 1919
12 6 2810
3 84 760
83 23 1232
26 102 1413
69 33 2700
33 35 2237
42 11 1601
39 88 2049
14 11 1217
91 71 1535
65 93 2144
38 44 1270
18 106 563
49 103 2166
73 49 1970
19 57 626
71 101 1007
104 46 2099
68 70 1262
3 26 1908
75 23 659
23 73 1380
17 99 1820
18 103 1254
82 90 1565
15 11 297
91 85 1069
56 4 1993
10 70 2437
47 1 1343
54 55 907
49 46 1335
23 46 1370
25 61 1365
3 36 919
43 42 1565
15 67 1730
77 30 1043
49 82 2090
38 85 1296
97 19 876
27 76 2685
108 90 932
31 75 1438
84 12 936
53 10 1404
86 104 1419
5 82 1624
41 96 1882
23 4 797
35 20 1579
108 56 2129
30 39 2341
64 96 1828
59 85 1792
88 32 1111
40 2 1286
8 25 1379
13 49 1539
41 14 696
105 1 1531
14 51 2118
102 51 1522
72 38 1167
64 34 1531
106 46 1382
26 94 975
42 57 1628
65 53 447
93 42 2267
60 82 1941
8 32 843
91 78 531
4 71 1945
86 100 912
51 9 1940
39 67 2162
1 14 2316
20 84 1497
31 95 2299
11 37 1307
103 55 1284
47 69 319
48 67 1274
48 19 1594
62 68 1736
58 3 2125
76 23 982
32 34 865
73 77 1000
25 55 1441
60 74 450
63 39 1580
85 66 1467
26 104 1147
8 69 1671
14 12 2317
55 14 1840
18 77 1377
61 105 1433
12 71 1890
74 17 1740
67 83 1444
108 94 2139
49 53 260
44 60 2436
47 89 2378
15 36 1679
20 32 2000
80 35 2005
71 36 1603
32 95 1671
61 49 1979
85 15 1311
44 106 1778
17 48 1000
92 105 1631
74 36 2396
84 44 1453
47 34 1860
44 68 1249
76 80 1337
11 75 1052
99 3 1307
65 39 2513
56 82 1970
102 8 2086
67 21 1348
83 108 1473
11 95 1371
42 77 934
57 40 1287
101 12 1493
30 83 1806
13 92 633
41 73 2050
3 98 1845
58 92 1218
82 60 2229
80 58 2478
18 36 1379
81 98 2126
68 94 2575
53 24 1236
40 98 1259
73 75 1774
14 66 851
95 14 2079
105 7 1796
53 90 1951
45 104 2335
58 61 1457
74 42 1799
69 19 1981
80 15 2179
97 84 861
47 101 1229
75 16 1515
32 47 896
70 101 626
19 73 508
83 33 1824
49 87 1361
70 32 1489
47 40 1680
62 77 1029
16 66 1464
8 73 866
56 62 2103
63 57 1225
26 103 1071
80 57 1432
95 81 899
74 26 1036
106 14 1005
11 93 1721
107 96 2880
33 65 2029
1 76 1871
78 6 1336
59 31 1886
56 60 2616
18 108 1283
105 36 1762
108 43 1694
26 76 1572
62 21 738
17 7 2386
101 65 1074
3 29 1735
10 43 2781
14 55 2090
80 87 2412
97 38 1193
25 21 2250
48 44 1611
45 40 364
21 45 1077
63 32 1641
64 90 482
68 36 454
93 56 2370
97 104 2159
95 40 2262
26 22 978
102 35 1433
27 81 2989
37 29 1537
12 45 724
96 4 964
10 94 208
90 5 619
45 55 395
88 107 1300
78 97 2581
83 51 613
63 60 1686
61 103 1237
22 15 1047
4 12 1584
8 57 1143
39 52 2377
6 21 2222
42 33 1790
105 21 1432
63 12 1809
31 4 2698
75 70 1920
89 9 1582
97 65 2079
27 24 1323
34 105 1121
20 74 1724
82 71 1901
59 68 1516
93 28 1636
71 70 1915
29 25 1966
23 20 992
35 95 1418
5 101 1140
79 60 786
36 53 2662
15 30 1653
82 16 1041
97 44 885
84 72 1171
83 15 2117
45 48 831
27 87 1682
47 81 2260
33 52 2056
49 81 2288
10 65 1537
90 59 1319
58 30 2326
81 88 2056
37 17 1799
46 82 2443
54 100 2234
34 73 754
73 29 1649
38 75 1035
100 52 2629
33 16 1816
47 39 2104
100 46 1334
26 11 391
105 24 1202
50 6 1760
39 49 2727
65 62 1212
13 76 2081
5 14 1005
46 40 621
50 80 1967
59 48 1513
92 27 855
65 86 1189
78 69 1208
98 82 1763
51 29 867
23 78 834
30 71 2048
69 60 1120
63 59 1083
37 15 1745
10 8 2029
87 76 2432
92 66 924
50 94 1371
48 84 2070
17 41 1487
104 88 2042
18 11 506
1 73 963
100 14 1277
52 104 2487
52 19 1159
20 66 1990
76 87 2719
63 27 2015
62 60 759
51 97 2076
62 35 1014
29 13 1371
91 55 2327
26 20 1571
33 97 999
85 57 1476
96 36 1765
97 26 1804
1 44 1528
15 32 771
99 104 1680
33 57 766
72 1 1611
38 35 575
52 51 1394
108 87 2206
87 4 1544
27 99 1150
22 97 1940
94 98 1328
103 63 1279
66 79 800
29 97 2265
74 79 902
84 73 369
1 99 1787
14 3 2548
8 66 1636
90 36 1432
66 26 792
70 54 609
79 25 1492
52 36 2466
90 80 1212
9 23 1307
51 47 1424
107 70 2077
106 56 2129
50 7 1366
16 68 862
66 22 1624
51 65 460
37 65 749
97 55 738
103 11 918
44 53 1364
1 60 2077
67 75 1514
29 48 1715
75 6 1285
40 42 667
15 83 1950
3 93 2447
108 37 1085
106 59 699
35 18 1417
102 64 899
107 53 575
17 24 1827
24 56 1510
81 80 585
46 67 1752
17 53 814
73 50 1474
5 33 2017
59 6 2101
7 55 1766
79 49 1816
100 56 2586
31 93 1435
83 101 1491
87 41 590
37 46 599
60 9 2233
46 73 1353
63 97 1261
64 43 2091
1 16 1859
35 32 1316
27 23 2322
42 102 1178
52 108 2661
52 31 665
46 87 597
77 4 1747
46 36 1439
54 38 1079
70 41 2406
86 55 1151
25 28 2033
43 78 2681
94 66 1379
25 104 814
106 57 1809
12 2 781
14 10 1822
5 96 2219
69 82 2658
93 17 1766
27 2 3416
79 90 811
43 102 3013
60 75 1391
23 104 866
9 1 2231
33 36 1905
59 38 1179
87 28 1738
46 14 1144
10 3 2165
101 80 914
96 58 1731
4 40 2093
63 18 1506
57 61 1974
92 29 1508
18 90 202
91 51 2122
39 84 1907
26 56 2290
73 60 2328
91 8 1295
60 99 1059
26 98 1664
63 107 2033
108 15 1138
94 64 1344
24 39 835
61 51 2283
106 49 1337
25 92 1671
46 11 1584
65 23 2229
67 86 1467
106 32 1144
73 92 2585
15 88 1517
98 63 1885
2 103 1838
61 98 2297
39 33 2600
35 48 1419
105 5 940
27 92 1107
84 60 2473
105 38 349
75 49 2162
75 37 1056
83 37 1226
95 41 1652
70 43 1099
31 55 2301
41 89 1910
79 1 1591
19 77 1104
9 21 2529
103 62 1500
108 42 2152
42 86 1964
4 76 622
51 8 724
59 18 1371
69 21 1556
10 20 2715
81 61 1514
107 8 1551
66 16 1349
77 42 1234
43 73 860
5 90 1443
94 70 1532
55 37 1093
82 99 1468
64 89 1294
60 69 938
29 52 393
96 74 1922
106 94 1333
37 22 2021
40 54 447
65 70 1384
47 66 1552
52 4 2340
17 92 1953
65 81 2320
44 51 1896
75 57 1548
39 28 1155
38 24 920
18 44 1586
7 108 1854
78 73 2317
13 32 1340
72 70 606
31 81 1853
91 32 1075
108 75 904
6 90 1330
99 54 1901
19 85 1989
29 32 1595
94 104 2539
22 66 1822
105 18 1247
25 9 782
76 101 1879
5 73 1781
16 105 936
60 18 912
61 30 2671
88 96 1751
72 20 1043
31 86 1936
24 59 973
79 86 1665
58 89 2138
92 54 1980
94 24 1587
72 104 1262
38 93 2474
24 63 1813
91 9 1358
31 3 1757
25 80 691
44 81 1145
88 78 1396
99 56 1994
46 1 924
90 96 1444
22 14 1313
65 54 1617
52 77 1471
29 80 2576
88 97 1867
75 99 629
46 76 2300
51 21 898
80 88 1994
35 73 1644
48 59 1341
6 26 1369
89 82 1527
2 68 1107
74 105 1121
43 19 1104
77 107 601
14 53 1968
1 102 2149
58 37 1676
104 87 2249
85 84 1503
99 83 1424
38 18 592
15 2 1712
63 34 198
93 102 1055
93 95 2085
34 84 717
73 103 1103
84 24 1749
9 78 1535
93 60 464
56 102 2195
100 43 2755
70 59 1407
62 99 1235
81 62 1984
54 89 923
80 4 1405
47 44 2265
7 61 1629
62 70 1802
70 4 1640
47 80 2385
16 87 1909
76 107 2272
37 104 1672
58 66 1215
26 79 682
95 17 2896
53 84 1574
40 30 1260
18 60 1272
25 39 1481
22 33 1991
22 5 1773
44 39 1905
86 20 1110
2 102 2994
7 30 2610
59 92 1635
98 91 1699
60 4 1597
6 76 2474
41 79 1227
58 72 1957
2 107 1581
50 101 1785
16 53 2130
39 105 1646
103 56 1818
108 93 2365
24 94 1081
24 97 1952
12 85 1575
107 54 1060
37 50 1187
31 105 1645
5 66 1238
63 40 1266
82 21 3033
27 74 1428
92 40 2355
104 61 1203
18 15 1367
12 16 1647
78 64 1183
97 93 2888
9 28 1527
33 83 1700
8 7 1271
80 64 1729
68 95 299
95 5 2399
98 78 1409
19 3 1380
16 26 827
92 102 122
63 62 1066
63 19 1148
75 27 1096
77 3 1464
46 53 770
40 90 1172
101 5 1371
21 35 1775
57 89 288
98 24 1494
17 101 1308
56 72 891
108 78 1152
76 29 3023
55 93 2019
102 16 2155
8 42 730
100 72 1515
70 82 1430
99 74 1184
21 78 1870
103 41 1545
42 65 546
15 81 1746
6 44 2408
57 94 1544
69 45 1653
18 17 1414
32 4 1567
49 51 554
37 72 999
1 24 2064
5 106 1507
23 88 2021
31 43 2200
3 75 2486
67 33 2207
80 20 1264
43 16 2109
31 80 2085
85 77 1806
95 76 823
108 29 2086
81 16 1037
65 28 1788
75 32 1523
70 16 1073
50 57 1774
44 37 833
98 96 1637
101 6 2225
82 67 2185
108 23 1091
106 76 1441
3 102 2819
85 87 1272
26 4 1482
84 13 2031
81 104 725
92 51 1428
51 66 1342
87 73 1794
29 19 1405
3 53 1694
87 81 1593
59 93 1500
66 97 2199
22 49 2419
5 55 2114
8 1 752
82 93 2037
39 81 1701
91 38 1127
81 100 1939
75 26 916
12 89 1004
68 85 2248
3 1 1773
56 90 1528
11 69 1462
7 35 1771
12 34 1372
73 59 1662
102 24 892
34 107 1539
34 81 1236
45 2 821
25 56 1702
52 105 1811
27 106 1648
85 26 645
27 89 2724
21 4 2482
70 18 1219
67 43 2807
67 24 903
29 75 2104
93 40 2311
12 20 1630
48 39 1362
9 56 2128
20 62 1286
45 13 1591
69 79 1465
73 16 2157
83 71 1229
37 74 1616
46 22 1664
65 99 1033
35 65 1547
66 34 1514
64 102 829
42 63 2019
46 65 672
108 9 350
64 5 374
3 15 1792
82 81 1349
53 45 1188
7 51 2057
8 89 952
72 13 2459
63 86 516
82 4 1019
18 28 1597
86 74 1367
50 47 1802
82 103 1445
43 91 2758
44 40 1716
17 59 2211
34 103 1070
27 68 2720
106 84 2027
29 72 1989
39 72 1688
25 102 2506
26 68 1959
34 95 1225
18 63 915
89 25 1138
52 9 2674
45 92 2209
36 59 796
38 68 1344
96 45 2347
100 48 1615
45 107 1586
1 12 1410
15 95 1064
90 50 1418
26 16 1186
78 67 1323
45 19 1031
82 43 1954
4 102 2113
18 104 1915
81 35 997
36 72 923
45 34 1039
67 19 1576
10 32 1304
67 6 1768
28 9 1876
61 101 1436
4 14 1135
84 104 2499
34 56 1263
67 14 1119
57 102 2295
82 42 2172
41 47 840
84 71 1854
42 69 1953
45 99 903
11 39 1149
34 77 1006
100 91 362
49 100 2554
53 58 1756
38 78 2047
14 21 1853
25 59 475
62 58 1277
31 67 1231
27 36 2378
81 50 2578
20 50 2377
61 10 1891
57 1 1254
89 81 1187
58 90 1653
1 43 1473
78 1 1995
43 18 1574
68 10 2261
31 23 1926
76 44 1334
78 54 1927
67 105 1698
95 106 1174
46 108 1815
17 68 2330
35 44 1773
12 74 1825
87 75 1642
71 10 656
24 70 1058
35 39 882
84 106 1711
45 14 2254
61 97 2236
3 32 1452
31 13 1032
97 33 247
58 108 1419
97 3 1132
2 19 1281
1 33 1342
87 14 1428
42 103 1608
36 89 1191
86 85 1042
105 29 1733
105 13 1791
78 15 1411
46 99 962
71 74 689
101 67 1458
4 86 1092
22 85 1805
34 97 1193
1 51 988
40 36 1559
76 81 637
63 8 1580
95 99 1955
9 75 1430
69 95 2163
69 24 880
24 99 91
99 95 1157
69 95
